municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
20385,,0,,,813,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.8974,137.879&z=12",370933,293827,-20.79,120,5,67,5,0,5,2026-05-28T07:34:33.604418+00:00,https://www.reinfolib.mlit.go.jp/
20386,,0,,,833,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6392,137.9764&z=12",271835,214230,-21.19,48,2,29,2,0,2,2026-05-28T07:36:08.412724+00:00,https://www.reinfolib.mlit.go.jp/
20388,,0,,,607,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7735,137.8808&z=12",250520,198681,-20.69,136,6,80,3,0,3,2026-05-28T07:37:38.828587+00:00,https://www.reinfolib.mlit.go.jp/
20402,,0,,,833,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6053,137.9092&z=12",271835,214230,-21.19,48,2,28,5,0,5,2026-05-28T07:39:09.160687+00:00,https://www.reinfolib.mlit.go.jp/
20403,,0,,,610,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5736,137.8588&z=12",196210,149468,-23.82,151,7,88,4,0,4,2026-05-28T07:40:48.644059+00:00,https://www.reinfolib.mlit.go.jp/
20404,,0,,,317,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.3171,137.7638&z=12",43742,25044,-42.75,15,1,10,3,0,3,2026-05-28T07:42:20.521074+00:00,https://www.reinfolib.mlit.go.jp/
20407,,0,,,559,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4426,137.6864&z=12",200697,150736,-24.89,44,0,29,6,0,6,2026-05-28T07:43:49.416302+00:00,https://www.reinfolib.mlit.go.jp/
20409,,0,,,291,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.3333,137.6348&z=12",172935,122584,-29.12,6,0,5,1,0,1,2026-05-28T07:45:21.994125+00:00,https://www.reinfolib.mlit.go.jp/
20410,,0,,,277,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.2561,137.6041&z=12",84198,52236,-37.96,8,0,5,1,0,1,2026-05-28T07:46:49.972597+00:00,https://www.reinfolib.mlit.go.jp/
20411,,0,,,559,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.3911,137.7752&z=12",200697,150736,-24.89,58,2,37,1,0,1,2026-05-28T07:48:17.615925+00:00,https://www.reinfolib.mlit.go.jp/
